x1,x2,label
-0.21259668,0.45439816,1
0.28362784,-0.11928872,0
-0.04770709,-0.6571334,2
0.177919,-0.23863283,0
0.0631519,-0.102510095,1
-0.7041262,0.6572528,2
-0.14135645,-0.73570704,2
-0.5676639,-0.54358083,2
0.7709458,-0.2967529,1
0.3218749,-0.778925,1
0.25884208,-0.17842746,0
0.0016373146,0.036752846,0
-0.2559514,0.96322954,2
0.11560648,0.085540846,0
0.118297085,0.07574379,0
0.00016853717,-0.09698982,1
-0.50360054,0.24153784,0
0.01886207,-0.6184415,2
0.7815198,0.1972187,1
0.12367969,0.3888305,2
-0.53364134,-0.63496727,2
-0.5579639,-0.20755593,0
0.47534177,-0.8339025,1
0.14486073,-0.61871964,2
0.32222876,-0.93959326,1
-0.5256907,0.27217942,0
0.046357688,0.31432566,2
0.37587395,0.08153387,2
0.31393942,0.23358324,2
-0.19579996,-0.19677317,1
-0.13380116,0.8490537,0
-0.47372222,-0.03365745,1
0.027613,-0.11375337,1
0.30095115,0.24482903,2
0.0048639956,0.04993087,0
0.007452322,0.0067181033,0
-0.107910976,0.17706639,2
0.61762303,0.59295744,0
-0.15840809,0.49711025,1
0.5739963,-0.15789688,1
0.21847843,-0.5357609,2
-0.248942,0.18647188,1
-0.24895364,0.69949347,0
0.69388056,0.32420912,1
-0.35690728,0.38513634,1
-0.27939865,0.30647272,1
0.065056756,-0.04701595,1
0.769287,0.14378433,1
0.014384123,0.026441013,0
0.16404955,0.81645787,0
0.040846568,0.061199408,0
-0.065221086,-0.17556798,1
-0.737156,-0.05398925,0
-0.014335357,0.008610255,2
0.31645066,-0.48038787,2
-0.62349224,0.71210784,2
0.7746298,-0.044722896,1
0.0581455,-0.12048233,1
0.40810502,0.28597352,2
0.73754925,-0.110759564,1
-0.403968,0.54566973,0
-0.1680062,0.77463245,0
0.25484538,-0.17831916,0
0.5850351,-0.5397487,1
-0.09516487,0.47552076,1
-0.078126736,0.2628838,2
0.8841375,-0.3471069,0
-0.6049709,-0.11273188,0
0.1341595,-0.6518899,2
-0.026229665,0.4473923,1
0.45136812,0.011117216,2
-0.37853613,-0.3443154,0
0.18667983,-0.16753925,0
-0.6346072,0.6840823,2
0.5830882,-0.6177828,1
0.36226594,0.8526547,0
0.21553637,-0.072567835,0
0.8945362,-0.056537475,1
-0.5803389,-0.2419692,0
-0.15098424,0.8936902,0
0.076231524,0.21071479,2
0.7334164,-0.46091077,1
-0.76919013,0.17702346,0
0.27294642,-0.11009635,0
0.1641963,-0.620793,2
0.27396023,-0.27940094,0
-0.3736597,-0.18749072,0
0.44024137,-0.12700108,2
0.61757064,0.743529,0
-0.45761198,0.6512956,0
0.0,0.0,0
-0.59041417,0.7694911,2
-0.0019195935,-0.0027387438,2
-0.67275816,-0.52415395,2
-0.2851228,-0.14019501,1
0.7718004,-0.14848067,1
0.18690975,-0.37768593,0
0.6418724,0.67265475,0
0.15095775,0.28336877,2
0.089880936,-0.37740466,0
-0.5932246,0.47911856,0
-0.16480948,-0.6930479,2
-0.15314625,0.1296697,2
0.18278147,0.05415541,0
0.19135936,-0.5848759,2
0.123757176,0.9079929,0
0.025162205,-0.054689888,1
-0.08204724,-0.057751644,2
-0.2796601,-0.3920892,0
0.3084347,0.21839508,2
0.14396107,-0.97606266,1
-0.24388464,-0.6799953,2
0.58921957,-0.13881776,2
-0.06957497,-0.22003128,1
0.22600102,0.86736095,0
-0.09158166,0.019551918,2
0.021523617,-0.009210115,1
-0.23273197,0.3392081,1
0.026278488,-0.020688083,1
-0.05423379,-0.1722666,1
0.12329425,0.09201721,0
-0.013374389,-0.16333294,1
-0.19880663,-0.12985499,1
0.4632393,0.37921733,1
0.09389148,-0.93173605,1
0.2316848,0.8416017,0
-0.6013136,0.2524931,0
-0.9477878,0.3189017,2
0.47223204,0.16932791,2
0.12475971,-0.3354079,0
-0.4773424,0.78616285,2
0.18137944,-0.07770731,0
0.2140412,0.21636534,2
-0.14305425,0.86788785,0
0.27573526,-0.8669039,1
0.3246063,-0.080537714,0
-0.28073913,0.38719377,1
0.35797116,0.5250288,1
-0.035416856,-0.009954833,2
-0.048008915,-0.68728846,2
0.1502608,-0.6449343,2
-0.38244382,-0.41618198,0
-0.23824467,0.5492139,0
0.010934331,-0.007707744,1
-0.014853489,-0.1363169,1
-0.88909036,0.083219826,2
-0.3448236,-0.35976,0
-0.11409827,-0.39871132,0
-0.14462356,0.33098695,2
0.16539809,0.024644768,0
-0.036833785,-0.1733883,1
0.08318291,-0.76471996,2
0.169321,-0.44370708,0
-0.022429928,0.5681193,1
-0.29098615,0.15797691,1
-0.6112971,-0.5753409,2
0.031737227,-0.058880992,1
-0.01430321,0.061914492,0
0.095054716,-0.69925445,2
0.16543067,0.3360719,2
0.32539624,0.27817523,2
-0.357845,0.0032255882,1
-0.63802636,-0.3731436,2
0.036846265,0.12163181,0
-0.58147573,0.06666064,0
-0.22039123,0.78920263,0
0.48535144,-0.053528573,2
-0.014556361,-0.013812762,2
0.13436821,0.2274956,2
0.31880456,-0.47077197,2
-0.3996891,-0.32484657,0
0.9103502,0.30431178,0
0.54315823,0.609034,1
0.0314343,0.047376268,0
0.09360798,-0.41430593,0
0.057706386,-0.04564847,1
-0.08091443,0.8489957,0
0.0011368269,-0.9899659,1
-0.84180063,-0.27726787,2
-0.62883294,-0.09147522,0
0.034908548,-0.3830279,0
0.7523021,-0.41573596,1
-0.59616125,0.083688855,0
0.0032244488,-0.0008879681,1
-0.15565908,0.23387077,2
-0.1412016,-0.027280055,2
0.437605,0.05830114,2
-0.06122527,-0.026938621,2
-0.75730675,-0.24511467,2
0.5178225,0.5085042,1
-0.7290771,0.60879296,2
0.10529056,0.107539065,0
-0.4479932,-0.5581719,2
-0.45660475,-0.25927764,0
0.067802556,0.22408044,2
-0.39506447,-0.4135226,0
-0.005499134,0.053228397,0
0.63108534,0.31579024,1
0.15768903,0.03009474,0
-0.94146734,0.056209177,2
0.00580235,-0.51836216,2
0.7184964,-0.028554043,1
-0.06819278,0.016809976,2
0.16999483,0.57750654,1
0.21970247,0.9206362,0
-0.21860044,-0.95523965,1
-0.04882652,0.7509226,0
0.0069612334,0.08667744,0
-0.08610841,0.336999,2
-0.45327535,0.06695656,1
-0.604566,-0.5872202,2
-0.16922034,-0.13107449,1
-0.12862313,0.7550085,0
-0.0057908674,0.12361025,0
-0.88877827,0.038968246,2
-0.23456404,0.0789419,1
-0.12062114,0.55219674,1
-0.86126804,0.24821132,2
0.2752907,-0.47440675,2
-0.117079996,0.14618544,2
-0.6259658,0.17072338,0
0.48633802,-0.26777703,2
-0.6912425,-0.2974099,2
0.6356251,0.23859246,1
-0.8996165,-0.07821312,2
-0.7927468,-0.38876873,2
-0.25516143,-0.89754534,1
-0.49991047,0.74798906,2
-0.54118276,-0.025980491,0
-0.1044468,-0.05285049,2
-0.17495959,-0.4773052,0
-0.053397194,-0.0034989133,2
-0.11202903,-0.019493587,2
0.07491397,0.2568569,2
0.12931181,-0.34798807,0
-0.39639422,0.64357215,0
-0.041461352,0.060784586,2
0.2792822,-0.20166562,0
-0.10399187,0.39109263,1
-0.36395872,0.1610364,1
0.3262448,-0.8991653,1
-0.0927368,-0.3870382,0
0.17680421,-0.0126687875,0
-0.37584406,-0.33731756,0
-0.34448022,0.00097368716,1
-0.65792686,0.49955174,2
-0.49971524,0.47913948,0
0.52522755,0.058071055,2
-0.8343012,0.1411306,2
-0.0008828582,0.026741283,0
0.40862247,-0.3403083,2
0.10210265,0.06380855,0
-0.38148534,0.33600602,1
0.4867412,0.6921411,0
0.006201977,-0.007887046,1
-0.10476894,0.2168165,2
-0.3036139,-0.85398895,1
-0.057367377,0.051245917,2
0.10820159,0.27729625,2
0.015183542,0.16653334,2
-0.84361917,0.2369136,0
-0.03339285,0.0018636504,2
0.9712932,0.20798163,0
-0.34768537,0.15646848,1
-0.34785098,-0.3614896,0
0.26002595,0.26025322,2
0.20201376,-0.6236143,2
0.69573826,-0.4637301,1
0.6191309,0.10963231,1
0.04661186,-0.4894242,0
0.03825067,-0.48679382,0
-0.04138174,0.16547261,2
-0.19703874,-0.75394195,2
-0.116797954,0.1873033,2
0.03126592,-0.157461,1
0.015555228,0.54492855,1
0.07141539,-0.043483507,1
-0.6078103,0.1324468,0
0.27764142,-0.30354825,0
0.5461285,-0.07918611,2
-0.009414675,-0.02504475,2
-0.25271767,-0.40603846,0
-0.8654987,0.035359964,2
-0.6228447,0.21485987,0
-0.027085736,0.013129851,2
0.4953741,0.7907588,0
0.97912323,0.039832123,0
-0.2095875,-0.26063126,1
-0.24244395,-0.32818708,0
-0.60574746,0.087539434,0
-0.40770674,0.5386935,0
-0.4615143,0.004722803,1
-0.2567179,0.7816656,0
-0.38297802,-0.03545171,1
-0.13458945,-0.6381352,2
0.060359567,-0.427195,0
-0.11163661,0.053388152,2
-0.340818,-0.01475255,1
-0.021834677,0.35384202,2
0.17032048,0.2642471,2
-0.4568404,-0.56392694,2
-0.48283383,0.5507649,0
-0.030726252,0.13363689,2
-0.5351371,-0.50009876,2
0.17047185,0.19302465,2
-0.741174,-0.04393332,2
-0.051253986,0.06177305,2
0.38477093,-0.33733374,2
0.112150975,0.26122367,2
-0.27654517,-0.07906426,1
-0.73103523,-0.54142386,2
0.43189704,0.549601,1
-0.23419867,0.8617182,0
0.49819916,0.13066854,2
-0.28522715,0.37553367,1
0.1526832,0.63748896,1
0.106105745,-0.35923976,0
-0.30936173,0.71158046,0
0.3439387,-0.49408323,2
-0.013245856,-0.019303875,2
-0.23119971,0.054157954,2
-0.23342003,-0.07157462,1
-0.9397111,0.012876304,2
0.48639706,-0.1978148,2
-0.5216805,0.57888013,0
0.35642412,0.03202027,2
-0.17011178,0.1888644,2
0.039728127,-0.04067311,1
-0.13503845,0.086810954,2
-0.32077777,0.18013012,1
-0.8754223,-0.25939202,2
-0.10577547,-0.1626031,1
0.37116557,0.7789683,0
-0.08989928,0.00850828,2
-0.104796916,0.021716744,2
0.9419574,-0.04729164,0
-0.245284,-0.066659816,1
-0.17913985,-0.21641211,1
-0.5728919,0.4827436,0
-0.8093847,0.25796095,2
0.45221448,0.04888909,2
-0.3291164,0.4718007,1
0.08426057,-0.1326991,1
0.46082938,0.5076508,1
-0.12814423,-0.024336934,2
-0.92983824,0.23820998,2
-0.5841901,-0.5934962,2
0.02380211,-0.7019377,2
-0.063400604,0.0042836564,2
0.077597156,-0.5531118,2
-0.13385412,0.068802804,2
0.5333331,-0.04365829,2
0.7701637,-0.3740382,1
-0.72319704,-0.47068188,2
-0.03714192,-0.9256766,1
0.26969236,-0.08989816,0
0.05804087,0.8072808,0
0.24381506,0.21904406,2
-0.49488825,-0.19459625,0
0.660074,0.3543287,1
0.03146704,0.112748094,0
0.60856634,-0.5233881,1
-0.36649746,-0.43467483,0
0.095012225,0.15358959,2
-0.88769454,0.2650567,2
0.48350903,-0.23698069,2
-0.7376336,-0.36441994,2
0.17655164,0.4082779,2
0.3163515,-0.029519185,0
0.6673869,-0.5729647,1
-0.47121352,0.64980453,0
0.0057527064,-0.9163699,1
-0.0016153073,0.30099902,2
0.39425066,0.3618241,1
0.62057656,-0.57520527,1
0.07984152,-0.6169286,2
-0.5088757,0.46445215,0
-0.17692989,-0.25173473,1
-0.28392392,0.1569462,1
-0.06979367,-0.53729194,2
-0.5815822,0.4341415,0
-0.00021683998,0.013376169,0
-0.1290653,0.055438902,2
0.2074898,-0.64995855,2
-0.040002152,-0.0032477984,2
0.3681305,-0.27838406,2
0.61183316,-0.5500594,1
0.34383556,0.23780549,2
0.0668701,0.26941732,2
0.20296556,-0.257354,0
0.4071506,0.12099688,2
0.48170206,-0.7756362,1
-0.3146454,-0.16333763,1
0.13800254,0.6613401,1
0.1555872,-0.022394612,0
0.07678798,0.07454942,0
-0.5838199,0.32646066,0
0.098787434,-0.4371372,0
0.06894406,0.058317985,0
0.31803006,-0.5424013,2
-0.5771485,0.5085426,0
0.5379622,0.33189753,1
-0.23559624,0.11201491,1
0.8668807,0.41987225,0
-0.2304467,0.32037792,1
-0.19870569,0.14754038,2
-0.30343887,-0.023504408,1
-0.26275617,-0.94057673,1
0.2371948,0.6182695,1
-0.31293854,-0.33924505,0
0.17562744,0.11023739,0
-0.4896099,0.2955656,1
-0.12660162,0.09317148,2
-0.05803425,-0.4241417,0
-0.91791993,-0.09743694,2
0.36827764,0.6369871,1
0.19279909,-0.09297607,0
-0.022834245,0.040877458,0
-0.51553905,0.08019489,0
0.13129821,0.025645113,0
0.4094981,0.49462682,1
-0.13601874,-0.22651261,1
-0.6250721,-0.020799043,0
0.5027269,-0.2108429,2
-0.6790979,0.24637249,0
0.19835627,-0.60721916,2
0.14373432,0.0979091,0
0.033587195,-0.119100496,1
0.48092937,0.117112726,2
0.3062236,0.25421602,2
0.37290925,0.18146023,2
0.7141316,0.68076366,0
0.2799713,0.1889972,2
0.4062582,0.7346125,0
0.37404463,0.19409412,2
-0.05978254,0.5351326,1
-0.32459986,0.404188,1
-0.83140224,0.53740495,2
0.48207763,0.7596047,0
-0.5405715,0.3996125,0
-0.52050996,-0.13787754,0
0.76238173,-0.3822499,1
0.3001594,0.30990836,2
-0.31483734,-0.122398175,1
0.042716105,0.33845216,2
0.30144522,0.5055834,1
0.53409904,-0.20448744,2
0.10102474,-0.3363254,0
0.6670011,-0.5836225,1
-0.23475513,-0.18300499,1
-0.00014682689,0.003341257,0
-0.50499207,-0.6196073,2
-0.24869156,-0.83673406,1
0.25253412,-0.08839734,0
-0.68557054,-0.008129925,0
0.10856099,0.03383809,0
0.58487576,0.021863636,2
0.61372083,0.32753426,1
-0.2547578,0.3398681,1
-0.27816832,0.43347326,1
-0.14706333,-0.16461064,1
0.1079375,-0.28456473,0
0.044186834,-0.122722276,1
0.0639938,-0.880621,1
-0.030428415,-0.14739357,1
0.53998524,-0.23430696,2
-0.20978563,0.77824056,0
-0.025573578,0.035161786,0
0.030696653,-0.03967954,1
-0.0,-0.0,2
-0.2533789,0.14304759,1
0.5201429,0.7503997,0
-0.55149317,-0.06390989,0
-0.5709238,-0.5642111,2
-0.45178086,0.8658056,2
-0.11646328,-0.100523345,2
-0.21714512,-0.69601035,2
0.044837225,0.613749,1
-0.04999319,0.93511945,2
0.40202177,0.5512501,1
-0.0999732,-0.76607955,2
0.22254491,0.78164554,0
0.8873919,0.06309373,1
0.2489035,-0.8401598,1
-0.013201176,0.2873223,2
-0.48189571,-0.409067,0
0.26828134,-0.54638404,2
0.10088518,0.31535983,2
0.058216203,0.5823818,1
-0.15660067,0.22105356,2
0.6647101,0.22681166,1
0.19366035,-0.0111302,0
0.49630645,0.30386484,1
0.511687,-0.703079,1
-0.61617684,-0.59446007,2
0.46414465,0.16210626,2
0.76315284,0.35766652,0
0.028424636,0.06422516,0
0.013372038,-0.041370858,1
-0.37332574,0.37869507,1
-0.21121697,-0.49166822,0
0.64666986,0.6587026,0
-0.55043983,0.3241547,0
-0.26190987,-0.11053903,1
0.15037856,-0.66892403,2
-0.243598,0.2889436,1
0.6256525,0.12891579,1
0.03087128,-0.14046016,1
0.038475513,-0.5639063,2
0.014481414,-0.022498095,1
-0.15049277,0.1377439,2
0.25921082,-0.349064,0
-0.14780006,0.15016863,2
-0.84430236,-0.3295937,2
0.22868533,-0.23944241,0
-0.24009264,-0.018478515,1
0.20532614,-0.20616658,0
-0.24465473,0.4683805,1
0.02934561,-0.09594705,1
-0.61883646,0.35957646,0
0.16633742,0.5296802,1
0.20981327,-0.34604356,0
-0.023203662,0.040668897,2
0.0632012,0.021905063,0
0.055238407,0.32985497,2
0.13056582,-0.19834052,0
-0.16196966,-0.31535178,0
0.85579294,0.2881762,0
-0.85993624,-0.1290479,2
-0.30692825,0.33113718,1
0.23023531,-0.2517265,0
